"","latitude","longitude","neighbourhood_group","room_type","price","minimum_nights"
"21605",40.68328,-73.99846,"Brooklyn","Entire home/apt",250,4
"21606",40.74511,-73.9778,"Manhattan","Entire home/apt",200,3
"21607",40.7261,-73.98421,"Manhattan","Entire home/apt",175,2
"21608",40.60382,-74.01083,"Brooklyn","Private room",45,4
"21609",40.81961,-73.94583,"Manhattan","Entire home/apt",175,2
"21610",40.74227,-73.78707,"Queens","Entire home/apt",90,1
"21611",40.71018,-73.94858,"Brooklyn","Private room",78,1
"21612",40.68336,-73.95421,"Brooklyn","Entire home/apt",100,1
"21613",40.72713,-73.98159,"Manhattan","Entire home/apt",175,2
"21614",40.76189,-73.99751,"Manhattan","Private room",99,10
"21615",40.76326,-73.91673,"Queens","Private room",70,4
"21616",40.73023,-74.00294,"Manhattan","Entire home/apt",250,3
"21617",40.73241,-73.98878,"Manhattan","Private room",91,6
"21618",40.71372,-73.96326,"Brooklyn","Entire home/apt",200,1
"21619",40.64769,-73.97435,"Brooklyn","Private room",40,1
"21620",40.82316,-73.95343,"Manhattan","Private room",75,30
"21621",40.74603,-73.91412,"Queens","Private room",50,1
"21622",40.68469,-73.947,"Brooklyn","Entire home/apt",110,3
"21623",40.84114,-73.93639,"Manhattan","Private room",69,5
"21624",40.74462,-74.00139,"Manhattan","Private room",103,5
"21625",40.67656,-73.93705,"Brooklyn","Entire home/apt",100,2
"21626",40.84099,-73.93694,"Manhattan","Private room",73,5
"21627",40.75651,-73.91485,"Queens","Entire home/apt",180,2
"21628",40.84417,-73.94063,"Manhattan","Entire home/apt",79,1
"21629",40.70552,-73.93,"Brooklyn","Entire home/apt",195,4
"21630",40.76978,-73.73915,"Queens","Entire home/apt",99,1
"21631",40.7456,-74.00107,"Manhattan","Private room",100,5
"21632",40.70744,-73.95417,"Brooklyn","Entire home/apt",125,6
"21633",40.67305,-73.96824,"Brooklyn","Entire home/apt",149,5
"21634",40.76253,-73.95001,"Manhattan","Entire home/apt",58,2
"21635",40.7355,-73.95677,"Brooklyn","Private room",75,28
"21636",40.80391,-73.96576,"Manhattan","Entire home/apt",140,5
"21637",40.68572,-73.8493,"Queens","Entire home/apt",69,4
"21638",40.7443,-73.97925,"Manhattan","Entire home/apt",250,5
"21639",40.72117,-73.98215,"Manhattan","Entire home/apt",160,3
"21640",40.80113,-73.95287,"Manhattan","Private room",70,4
"21641",40.7435,-74.00119,"Manhattan","Private room",289,2
"21642",40.70616,-73.92918,"Brooklyn","Private room",29,2
"21643",40.83173,-73.92824,"Bronx","Private room",75,1
"21644",40.59745,-73.76032,"Queens","Private room",35,1
"21645",40.74819,-73.9954,"Manhattan","Private room",82,1
"21646",40.59692,-73.7602,"Queens","Private room",35,1
"21647",40.67919,-73.95918,"Brooklyn","Private room",70,2
"21648",40.83712,-73.94664,"Manhattan","Private room",75,2
"21649",40.67005,-73.97981,"Brooklyn","Entire home/apt",120,3
"21650",40.71304,-73.96497,"Brooklyn","Private room",200,3
"21651",40.68469,-73.9375,"Brooklyn","Private room",65,5
"21652",40.7621,-73.99354,"Manhattan","Entire home/apt",178,3
"21653",40.68146,-73.94757,"Brooklyn","Entire home/apt",45,2
"21654",40.67135,-73.97759,"Brooklyn","Entire home/apt",150,1
"21655",40.71059,-73.96002,"Brooklyn","Private room",99,3
"21656",40.72056,-73.98539,"Manhattan","Entire home/apt",325,2
"21657",40.77279,-73.94696,"Manhattan","Entire home/apt",209,4
"21658",40.71512,-73.81928,"Queens","Entire home/apt",249,4
"21659",40.73444,-74.00129,"Manhattan","Entire home/apt",600,2
"21660",40.77367,-73.91517,"Queens","Private room",40,3
"21661",40.79584,-73.96242,"Manhattan","Entire home/apt",135,30
"21662",40.64596,-74.08059,"Staten Island","Entire home/apt",65,4
"21663",40.67561,-73.93138,"Brooklyn","Private room",35,20
"21664",40.67018,-73.93224,"Brooklyn","Entire home/apt",99,4
"21665",40.75832,-73.91448,"Queens","Private room",47,15
"21666",40.73889,-73.87713,"Queens","Private room",35,30
"21667",40.73828,-73.98954,"Manhattan","Private room",250,3
"21668",40.71493,-73.95084,"Brooklyn","Entire home/apt",90,5
"21669",40.65642,-73.96085,"Brooklyn","Private room",53,14
"21670",40.7993,-73.93305,"Manhattan","Private room",120,2
"21671",40.67293,-73.93273,"Brooklyn","Private room",54,2
"21672",40.78007,-73.94803,"Manhattan","Entire home/apt",125,3
"21673",40.76684,-73.96203,"Manhattan","Entire home/apt",126,1
"21674",40.66561,-73.81103,"Queens","Private room",50,15
"21675",40.80355,-73.96831,"Manhattan","Entire home/apt",110,7
"21676",40.69934,-73.90348,"Queens","Private room",45,3
"21677",40.75602,-73.88111,"Queens","Private room",49,4
"21678",40.69392,-73.9472,"Brooklyn","Entire home/apt",98,2
"21679",40.71813,-73.95822,"Brooklyn","Entire home/apt",289,3
"21680",40.75851,-73.92555,"Queens","Private room",110,4
"21681",40.64465,-73.97871,"Brooklyn","Private room",45,3
"21682",40.69206,-73.74546,"Queens","Entire home/apt",169,2
"21683",40.66971,-73.94351,"Brooklyn","Entire home/apt",275,1
"21684",40.66067,-73.93796,"Brooklyn","Private room",50,2
"21685",40.68083,-73.94445,"Brooklyn","Private room",36,5
"21686",40.64551,-73.9981,"Brooklyn","Entire home/apt",110,2
"21687",40.79877,-73.93964,"Manhattan","Private room",105,3
"21688",40.8339,-73.9383,"Manhattan","Entire home/apt",75,4
"21689",40.66406,-73.84599,"Queens","Entire home/apt",100,7
"21690",40.64841,-73.95178,"Brooklyn","Private room",75,4
"21691",40.72749,-73.86035,"Queens","Private room",30,1
"21692",40.76437,-73.94844,"Manhattan","Private room",150,1
"21693",40.73521,-73.98147,"Manhattan","Entire home/apt",155,20
"21694",40.69507,-73.93426,"Brooklyn","Private room",68,30
"21695",40.74454,-73.94016,"Queens","Private room",109,1
"21696",40.71269,-73.96409,"Brooklyn","Private room",20,14
"21697",40.6425,-73.94293,"Brooklyn","Entire home/apt",88,2
"21698",40.80825,-73.95004,"Manhattan","Private room",500,1
"21699",40.71942,-73.94272,"Brooklyn","Entire home/apt",80,30
"21700",40.60913,-73.95254,"Brooklyn","Private room",100,1
"21701",40.81302,-73.95349,"Manhattan","Shared room",10,1
"21702",40.8255,-73.9435,"Manhattan","Private room",55,1
"21703",40.68904,-73.92982,"Brooklyn","Entire home/apt",40,15
"21704",40.79215,-73.97108,"Manhattan","Private room",80,1
"21705",40.72214,-73.93725,"Brooklyn","Entire home/apt",75,1
"21706",40.78688,-73.97403,"Manhattan","Entire home/apt",184,30
"21707",40.70818,-73.94952,"Brooklyn","Private room",56,2
"21708",40.71447,-73.96234,"Brooklyn","Entire home/apt",160,7
"21709",40.75001,-73.98629,"Manhattan","Private room",65,300
"21710",40.75276,-73.93102,"Queens","Private room",77,3
"21711",40.81161,-73.94394,"Manhattan","Private room",65,5
"21712",40.69601,-73.9069,"Brooklyn","Private room",35,15
"21713",40.76654,-73.98812,"Manhattan","Private room",98,6
"21714",40.79456,-73.96853,"Manhattan","Entire home/apt",400,6
"21715",40.67613,-73.97095,"Brooklyn","Private room",64,2
"21716",40.6975,-73.92998,"Brooklyn","Private room",70,4
"21717",40.74252,-73.991,"Manhattan","Entire home/apt",250,1
"21718",40.66654,-73.81219,"Queens","Private room",55,10
"21719",40.73773,-74.00181,"Manhattan","Entire home/apt",249,3
"21720",40.79358,-73.97452,"Manhattan","Private room",175,4
"21721",40.71738,-73.94158,"Brooklyn","Private room",69,2
"21722",40.81446,-73.9379,"Manhattan","Entire home/apt",198,3
"21723",40.81767,-73.94051,"Manhattan","Entire home/apt",69,2
"21724",40.67809,-73.9128,"Brooklyn","Private room",60,2
"21725",40.76051,-73.99183,"Manhattan","Entire home/apt",103,2
"21726",40.81968,-73.9458,"Manhattan","Entire home/apt",135,2
"21727",40.69406,-73.90068,"Queens","Private room",31,5
"21728",40.68409,-73.94154,"Brooklyn","Entire home/apt",245,3
"21729",40.71704,-73.95371,"Brooklyn","Shared room",175,3
"21730",40.79517,-73.97555,"Manhattan","Entire home/apt",200,30
"21731",40.72386,-73.98105,"Manhattan","Private room",72,1
"21732",40.73565,-73.99613,"Manhattan","Entire home/apt",123,7
"21733",40.68348,-73.95123,"Brooklyn","Private room",90,3
"21734",40.84034,-73.83007,"Bronx","Shared room",20,1
"21735",40.63703,-74.08423,"Staten Island","Private room",50,1
"21736",40.71354,-73.95011,"Brooklyn","Private room",45,28
"21737",40.68759,-73.92356,"Brooklyn","Private room",41,1
"21738",40.71531,-73.94986,"Brooklyn","Private room",75,1
"21739",40.67308,-73.95523,"Brooklyn","Entire home/apt",105,3
"21740",40.70537,-73.92269,"Brooklyn","Private room",55,2
"21741",40.71992,-73.9413,"Brooklyn","Private room",100,1
"21742",40.71499,-73.94634,"Brooklyn","Private room",65,1
"21743",40.74122,-73.85334,"Queens","Entire home/apt",149,2
"21744",40.82827,-73.94785,"Manhattan","Private room",50,1
"21745",40.7127,-73.98857,"Manhattan","Private room",78,3
"21746",40.66989,-73.77454,"Queens","Entire home/apt",75,1
"21747",40.81638,-73.95937,"Manhattan","Private room",70,28
"21748",40.69484,-73.92499,"Brooklyn","Private room",50,12
"21749",40.74392,-73.9946,"Manhattan","Entire home/apt",250,4
"21750",40.67519,-73.9402,"Brooklyn","Private room",75,1
"21751",40.73695,-73.97336,"Manhattan","Private room",133,2
"21752",40.72398,-73.94978,"Brooklyn","Entire home/apt",150,2
"21753",40.69478,-73.96126,"Brooklyn","Entire home/apt",140,3
"21754",40.79424,-73.96588,"Manhattan","Entire home/apt",200,30
"21755",40.73746,-73.98338,"Manhattan","Entire home/apt",99,120
"21756",40.70105,-73.91547,"Brooklyn","Private room",50,1
"21757",40.78073,-73.95013,"Manhattan","Entire home/apt",122,7
"21758",40.85338,-73.93232,"Manhattan","Private room",85,3
"21759",40.67167,-73.93088,"Brooklyn","Private room",45,4
"21760",40.76984,-73.91815,"Queens","Entire home/apt",130,4
"21761",40.72701,-73.87022,"Queens","Private room",31,1
"21762",40.72103,-73.99866,"Manhattan","Entire home/apt",125,2
"21763",40.8269,-73.93634,"Manhattan","Entire home/apt",100,4
"21764",40.70772,-73.94126,"Brooklyn","Private room",60,2
"21765",40.71264,-73.99893,"Manhattan","Entire home/apt",80,2
"21766",40.74481,-73.98523,"Manhattan","Entire home/apt",150,3
"21767",40.61364,-74.0354,"Brooklyn","Entire home/apt",160,2
"21768",40.64458,-73.90285,"Brooklyn","Entire home/apt",59,2
"21769",40.63356,-73.95073,"Brooklyn","Shared room",30,3
"21770",40.81108,-73.94682,"Manhattan","Entire home/apt",85,2
"21771",40.71397,-73.94572,"Brooklyn","Private room",110,2
"21772",40.73418,-74.00621,"Manhattan","Entire home/apt",180,9
"21773",40.76589,-73.98434,"Manhattan","Entire home/apt",199,30
"21774",40.85321,-73.93596,"Manhattan","Shared room",35,1
"21775",40.7141,-73.95064,"Brooklyn","Private room",70,28
"21776",40.75766,-73.99089,"Manhattan","Entire home/apt",195,30
"21777",40.75919,-73.99229,"Manhattan","Entire home/apt",169,30
"21778",40.7593,-73.99229,"Manhattan","Entire home/apt",195,30
"21779",40.76501,-73.98312,"Manhattan","Entire home/apt",195,30
"21780",40.76485,-73.98436,"Manhattan","Entire home/apt",195,30
"21781",40.76321,-73.98356,"Manhattan","Entire home/apt",243,30
"21782",40.76536,-73.98469,"Manhattan","Entire home/apt",195,30
"21783",40.74896,-73.98277,"Manhattan","Entire home/apt",115,30
"21784",40.74916,-73.98115,"Manhattan","Entire home/apt",150,30
"21785",40.74526,-73.97679,"Manhattan","Entire home/apt",150,30
"21786",40.7502,-73.98289,"Manhattan","Entire home/apt",155,30
"21787",40.71397,-73.94873,"Brooklyn","Entire home/apt",68,2
"21788",40.74919,-73.97244,"Manhattan","Entire home/apt",135,30
"21789",40.73484,-73.99614,"Manhattan","Private room",300,1
"21790",40.76876,-73.96686,"Manhattan","Entire home/apt",197,30
"21791",40.76101,-73.92464,"Queens","Entire home/apt",75,1
"21792",40.69353,-73.97431,"Brooklyn","Entire home/apt",350,3
"21793",40.66587,-73.98206,"Brooklyn","Entire home/apt",150,3
"21794",40.71942,-73.99694,"Manhattan","Entire home/apt",155,1
"21795",40.69499,-73.94822,"Brooklyn","Private room",81,5
"21796",40.70817,-74.00511,"Manhattan","Private room",100,1
"21797",40.8513,-73.93681,"Manhattan","Entire home/apt",185,30
"21798",40.69883,-73.85257,"Queens","Private room",65,3
"21799",40.71092,-73.96755,"Brooklyn","Entire home/apt",385,2
"21800",40.8178,-73.93774,"Manhattan","Private room",125,1
"21801",40.67435,-73.96691,"Brooklyn","Entire home/apt",130,3
"21802",40.6925,-73.98613,"Brooklyn","Private room",153,3
"21803",40.72131,-73.98508,"Manhattan","Private room",150,2
"21804",40.72778,-73.98936,"Manhattan","Private room",95,4
"21805",40.82805,-73.94676,"Manhattan","Entire home/apt",150,2
"21806",40.64261,-73.94334,"Brooklyn","Entire home/apt",350,2
"21807",40.6875,-73.92542,"Brooklyn","Entire home/apt",120,2
"21808",40.86488,-73.92922,"Manhattan","Entire home/apt",120,14
"21809",40.7317,-73.9833,"Manhattan","Private room",100,3
"21810",40.85929,-73.90048,"Bronx","Private room",45,22
"21811",40.7865,-73.94406,"Manhattan","Private room",74,16
"21812",40.7281,-73.9839,"Manhattan","Private room",110,1
"21813",40.76199,-73.79465,"Queens","Entire home/apt",110,3
"21814",40.79917,-73.96765,"Manhattan","Private room",75,1
"21815",40.68152,-73.96276,"Brooklyn","Entire home/apt",94,2
"21816",40.7234,-73.97628,"Manhattan","Private room",55,5
"21817",40.64028,-74.01262,"Brooklyn","Entire home/apt",100,7
"21818",40.78025,-73.94802,"Manhattan","Private room",99,2
"21819",40.72521,-73.97879,"Manhattan","Private room",69,6
"21820",40.71545,-73.95299,"Brooklyn","Entire home/apt",139,1
"21821",40.69428,-73.94148,"Brooklyn","Private room",42,14
"21822",40.73571,-74.0078,"Manhattan","Entire home/apt",4000,1
"21823",40.69612,-73.94918,"Brooklyn","Private room",55,7
"21824",40.83137,-73.94117,"Manhattan","Private room",119,2
"21825",40.78206,-73.94949,"Manhattan","Entire home/apt",105,5
"21826",40.67987,-73.93235,"Brooklyn","Private room",55,2
"21827",40.67522,-73.99853,"Brooklyn","Entire home/apt",125,1
"21828",40.78943,-73.9478,"Manhattan","Private room",46,6
"21829",40.6896,-73.90624,"Brooklyn","Private room",36,2
"21830",40.66945,-73.93899,"Brooklyn","Private room",45,1
"21831",40.72105,-73.98371,"Manhattan","Entire home/apt",150,3
"21832",40.71363,-73.9977,"Manhattan","Entire home/apt",275,2
"21833",40.6957,-73.93196,"Brooklyn","Entire home/apt",100,29
"21834",40.74431,-73.9922,"Manhattan","Private room",100,5
"21835",40.76675,-73.95428,"Manhattan","Shared room",35,1
"21836",40.76731,-73.95419,"Manhattan","Shared room",35,1
"21837",40.81632,-73.90991,"Bronx","Entire home/apt",130,2
"21838",40.62067,-74.02942,"Brooklyn","Entire home/apt",150,5
"21839",40.72208,-73.98109,"Manhattan","Private room",73,1
"21840",40.71786,-73.94556,"Brooklyn","Entire home/apt",160,2
"21841",40.70288,-73.92796,"Brooklyn","Private room",54,1
"21842",40.7464,-73.97669,"Manhattan","Private room",75,1
"21843",40.76407,-73.99322,"Manhattan","Entire home/apt",380,3
"21844",40.67573,-73.97993,"Brooklyn","Entire home/apt",115,2
"21845",40.70887,-73.94609,"Brooklyn","Private room",100,3
"21846",40.84806,-73.93931,"Manhattan","Private room",80,1
"21847",40.70983,-73.96495,"Brooklyn","Entire home/apt",109,3
"21848",40.53871,-74.16966,"Staten Island","Entire home/apt",180,1
"21849",40.68326,-73.97796,"Brooklyn","Entire home/apt",600,6
"21850",40.72492,-73.98982,"Manhattan","Private room",160,3
"21851",40.7979,-73.96024,"Manhattan","Entire home/apt",130,30
"21852",40.74899,-74.00403,"Manhattan","Private room",90,7
"21853",40.82288,-73.95254,"Manhattan","Private room",63,7
"21854",40.71315,-73.943,"Brooklyn","Entire home/apt",126,1
"21855",40.78873,-73.97402,"Manhattan","Entire home/apt",195,2
"21856",40.64958,-73.97482,"Brooklyn","Private room",45,1
"21857",40.70537,-73.91587,"Brooklyn","Private room",47,1
"21858",40.76964,-73.92303,"Queens","Private room",55,10
"21859",40.68196,-73.99944,"Brooklyn","Entire home/apt",200,7
"21860",40.77734,-73.94592,"Manhattan","Entire home/apt",60,7
"21861",40.81955,-73.95587,"Manhattan","Private room",51,1
"21862",40.76032,-73.96618,"Manhattan","Entire home/apt",160,30
"21863",40.7002,-73.94327,"Brooklyn","Private room",55,1
"21864",40.72208,-73.98473,"Manhattan","Entire home/apt",110,12
"21865",40.80063,-73.95223,"Manhattan","Entire home/apt",200,30
"21866",40.68956,-73.90599,"Brooklyn","Entire home/apt",109,3
"21867",40.6898,-73.91835,"Brooklyn","Entire home/apt",149,3
"21868",40.71862,-73.98405,"Manhattan","Entire home/apt",220,4
"21869",40.77984,-73.94725,"Manhattan","Entire home/apt",130,2
"21870",40.70682,-74.00445,"Manhattan","Private room",75,2
"21871",40.73204,-73.95874,"Brooklyn","Entire home/apt",250,2
"21872",40.69643,-73.89362,"Queens","Entire home/apt",65,3
"21873",40.67595,-73.94132,"Brooklyn","Entire home/apt",300,30
"21874",40.67549,-73.88932,"Brooklyn","Entire home/apt",90,3
"21875",40.7115,-73.9429,"Brooklyn","Private room",69,23
"21876",40.87094,-73.89386,"Bronx","Private room",79,3
"21877",40.75046,-73.99854,"Manhattan","Entire home/apt",190,1
"21878",40.73104,-73.99831,"Manhattan","Private room",80,3
"21879",40.66317,-73.98465,"Brooklyn","Entire home/apt",175,1
"21880",40.68638,-73.79007,"Queens","Private room",65,1
"21881",40.7481,-73.97771,"Manhattan","Entire home/apt",148,14
"21882",40.71569,-73.99076,"Manhattan","Private room",63,3
"21883",40.80339,-73.95034,"Manhattan","Private room",99,3
"21884",40.70146,-73.92887,"Brooklyn","Entire home/apt",90,5
"21885",40.74314,-73.99552,"Manhattan","Entire home/apt",250,2
"21886",40.77186,-73.95402,"Manhattan","Private room",90,2
"21887",40.582,-73.96185,"Brooklyn","Entire home/apt",120,1
"21888",40.73318,-73.79322,"Queens","Entire home/apt",39,2
"21889",40.68886,-73.99825,"Brooklyn","Entire home/apt",117,30
"21890",40.66042,-73.96234,"Brooklyn","Private room",160,1
"21891",40.72118,-73.99602,"Manhattan","Entire home/apt",500,2
"21892",40.76616,-73.98435,"Manhattan","Entire home/apt",100,13
"21893",40.72804,-73.98665,"Manhattan","Entire home/apt",117,180
"21894",40.74685,-73.9841,"Manhattan","Private room",175,2
"21895",40.82432,-73.9385,"Manhattan","Shared room",25,1
"21896",40.69257,-73.99707,"Brooklyn","Entire home/apt",152,2
"21897",40.66507,-73.95699,"Brooklyn","Private room",45,7
"21898",40.69369,-73.92292,"Brooklyn","Private room",59,5
"21899",40.72833,-73.98118,"Manhattan","Private room",70,3
"21900",40.69391,-73.92469,"Brooklyn","Private room",57,5
"21901",40.68932,-73.94098,"Brooklyn","Entire home/apt",200,2
"21902",40.69175,-73.94755,"Brooklyn","Entire home/apt",71,5
"21903",40.68073,-73.78354,"Queens","Private room",45,1
"21904",40.69516,-73.92258,"Brooklyn","Private room",61,5
"21905",40.67989,-73.90857,"Brooklyn","Private room",55,1
"21906",40.68006,-73.97248,"Brooklyn","Private room",74,1
"21907",40.74525,-73.99229,"Manhattan","Private room",100,1
"21908",40.71463,-73.99658,"Manhattan","Entire home/apt",178,1
"21909",40.68787,-73.78843,"Queens","Private room",80,1
"21910",40.74176,-73.924,"Queens","Entire home/apt",75,30
"21911",40.80859,-73.94216,"Manhattan","Entire home/apt",158,3
"21912",40.66391,-73.93551,"Brooklyn","Entire home/apt",88,4
"21913",40.67873,-73.98976,"Brooklyn","Entire home/apt",95,1
"21914",40.78172,-73.94827,"Manhattan","Entire home/apt",225,3
"21915",40.68773,-73.97902,"Brooklyn","Entire home/apt",240,2
"21916",40.78304,-73.91783,"Queens","Entire home/apt",110,3
"21917",40.73414,-74.00001,"Manhattan","Entire home/apt",225,3
"21918",40.62645,-74.02888,"Brooklyn","Entire home/apt",165,20
"21919",40.65218,-73.96193,"Brooklyn","Entire home/apt",140,3
"21920",40.65802,-73.95595,"Brooklyn","Entire home/apt",100,1
"21921",40.68119,-73.93722,"Brooklyn","Private room",39,2
"21922",40.702,-73.89768,"Queens","Entire home/apt",110,3
"21923",40.64847,-73.96132,"Brooklyn","Entire home/apt",105,31
"21924",40.77414,-73.94643,"Manhattan","Private room",49,30
"21925",40.70013,-73.90077,"Queens","Private room",45,2
"21926",40.57577,-73.98553,"Brooklyn","Entire home/apt",450,1
"21927",40.57582,-73.98576,"Brooklyn","Entire home/apt",99,2
"21928",40.72956,-73.99979,"Manhattan","Entire home/apt",169,3
"21929",40.76699,-73.9848,"Manhattan","Entire home/apt",130,1
"21930",40.74074,-73.98573,"Manhattan","Entire home/apt",255,3
"21931",40.77699,-73.95193,"Manhattan","Private room",80,9
"21932",40.68934,-73.99438,"Brooklyn","Private room",70,1
"21933",40.71064,-73.96497,"Brooklyn","Private room",60,2
"21934",40.73756,-73.99111,"Manhattan","Entire home/apt",219,4
"21935",40.66713,-73.98155,"Brooklyn","Private room",60,1
"21936",40.68187,-73.94589,"Brooklyn","Private room",60,1
"21937",40.6727,-73.95505,"Brooklyn","Private room",82,4
"21938",40.72588,-73.98598,"Manhattan","Entire home/apt",122,6
"21939",40.7012,-73.92876,"Brooklyn","Entire home/apt",125,3
"21940",40.6514,-73.9616,"Brooklyn","Private room",44,3
"21941",40.72999,-73.86043,"Queens","Entire home/apt",125,2
"21942",40.76987,-73.92679,"Queens","Private room",55,1
"21943",40.68335,-73.91222,"Brooklyn","Private room",47,4
"21944",40.7087,-73.9671,"Brooklyn","Private room",80,1
"21945",40.75047,-73.75349,"Queens","Private room",65,7
"21946",40.74117,-73.94904,"Queens","Private room",75,5
"21947",40.75566,-73.9205,"Queens","Private room",100,1
"21948",40.71612,-73.95983,"Brooklyn","Private room",90,22
"21949",40.67964,-73.95629,"Brooklyn","Private room",45,2
"21950",40.88438,-73.86397,"Bronx","Private room",125,1
"21951",40.71355,-73.95003,"Brooklyn","Private room",69,28
"21952",40.86461,-73.92363,"Manhattan","Entire home/apt",199,2
"21953",40.76245,-73.87938,"Queens","Private room",55,1
"21954",40.5938,-73.77373,"Queens","Private room",50,1
"21955",40.79712,-73.96117,"Manhattan","Private room",125,1
"21956",40.72318,-74.00223,"Manhattan","Entire home/apt",2250,2
"21957",40.69095,-73.93444,"Brooklyn","Entire home/apt",125,31
"21958",40.7246,-73.85688,"Queens","Private room",75,1
"21959",40.6937,-73.91006,"Brooklyn","Private room",32,5
"21960",40.71284,-73.96284,"Brooklyn","Private room",88,7
"21961",40.79563,-73.97634,"Manhattan","Entire home/apt",215,3
"21962",40.76125,-73.98945,"Manhattan","Entire home/apt",134,1
"21963",40.68221,-73.94618,"Brooklyn","Entire home/apt",125,2
"21964",40.6613,-73.89088,"Brooklyn","Private room",60,1
"21965",40.86857,-73.91577,"Manhattan","Private room",60,4
"21966",40.64945,-73.96108,"Brooklyn","Private room",56,7
"21967",40.69872,-73.92718,"Brooklyn","Private room",85,1
"21968",40.6781,-73.90822,"Brooklyn","Entire home/apt",100,2
"21969",40.81248,-73.94317,"Manhattan","Private room",55,2
"21970",40.81315,-73.94747,"Manhattan","Entire home/apt",150,4
"21971",40.78193,-73.95099,"Manhattan","Private room",60,183
"21972",40.71415,-73.94867,"Brooklyn","Entire home/apt",108,28
"21973",40.69076,-73.95404,"Brooklyn","Entire home/apt",122,4
"21974",40.73275,-73.79366,"Queens","Entire home/apt",45,2
"21975",40.71889,-73.95707,"Brooklyn","Entire home/apt",150,7
"21976",40.68445,-73.92662,"Brooklyn","Entire home/apt",160,2
"21977",40.69551,-73.99371,"Brooklyn","Entire home/apt",140,7
"21978",40.69709,-73.93103,"Brooklyn","Entire home/apt",210,3
"21979",40.73523,-73.99465,"Manhattan","Entire home/apt",180,3
"21980",40.76505,-73.90918,"Queens","Private room",80,1
"21981",40.82279,-73.9517,"Manhattan","Private room",79,2
"21982",40.68233,-73.97778,"Brooklyn","Entire home/apt",180,3
"21983",40.65598,-73.95831,"Brooklyn","Entire home/apt",190,7
"21984",40.64041,-73.95674,"Brooklyn","Private room",60,2
"21985",40.80935,-73.95786,"Manhattan","Entire home/apt",139,1
"21986",40.66929,-73.98707,"Brooklyn","Entire home/apt",163,5
"21987",40.63865,-73.95786,"Brooklyn","Private room",65,2
"21988",40.74054,-74.0004,"Manhattan","Entire home/apt",365,6
"21989",40.77411,-73.90926,"Queens","Entire home/apt",200,5
"21990",40.69197,-73.95849,"Brooklyn","Entire home/apt",84,4
"21991",40.75386,-73.93324,"Queens","Private room",58,1
"21992",40.69927,-73.91316,"Brooklyn","Private room",42,2
"21993",40.66175,-73.98731,"Brooklyn","Entire home/apt",90,3
"21994",40.63501,-73.95522,"Brooklyn","Private room",98,4
"21995",40.63637,-73.95698,"Brooklyn","Private room",75,4
"21996",40.82837,-73.94854,"Manhattan","Private room",86,2
"21997",40.7192,-74.01022,"Manhattan","Entire home/apt",251,1
"21998",40.66865,-73.9865,"Brooklyn","Entire home/apt",85,3
"21999",40.69677,-73.97112,"Brooklyn","Entire home/apt",285,4
"22000",40.74817,-73.98211,"Manhattan","Entire home/apt",325,2
"22001",40.70833,-74.0131,"Manhattan","Entire home/apt",220,2
"22002",40.66926,-73.97862,"Brooklyn","Private room",250,1
"22003",40.75551,-73.934,"Queens","Private room",58,1
"22004",40.75603,-73.93405,"Queens","Private room",58,1
"22005",40.67268,-73.95249,"Brooklyn","Private room",50,3
"22006",40.71233,-73.96181,"Brooklyn","Entire home/apt",145,3
"22007",40.76383,-73.97704,"Manhattan","Private room",199,2
"22008",40.77546,-73.94897,"Manhattan","Private room",126,1
"22009",40.7683,-73.95919,"Manhattan","Entire home/apt",230,4
"22010",40.77349,-73.94994,"Manhattan","Private room",129,1
"22011",40.77571,-73.94803,"Manhattan","Private room",119,1
"22012",40.6809,-73.78196,"Queens","Private room",50,1
"22013",40.68968,-73.94483,"Brooklyn","Entire home/apt",100,7
"22014",40.69452,-73.99552,"Brooklyn","Entire home/apt",199,90
"22015",40.6778,-73.9135,"Brooklyn","Private room",65,1
"22016",40.85022,-73.92903,"Manhattan","Private room",50,4
"22017",40.67247,-73.94421,"Brooklyn","Private room",65,1
"22018",40.72864,-73.98102,"Manhattan","Entire home/apt",200,5
"22019",40.76578,-73.95443,"Manhattan","Private room",150,2
"22020",40.67186,-73.94094,"Brooklyn","Private room",50,1
"22021",40.64765,-73.95804,"Brooklyn","Private room",90,2
"22022",40.69383,-73.98539,"Brooklyn","Entire home/apt",180,14
"22023",40.65531,-73.96161,"Brooklyn","Private room",50,4
"22024",40.7701,-73.9589,"Manhattan","Entire home/apt",250,2
"22025",40.59347,-74.06914,"Staten Island","Entire home/apt",122,1
"22026",40.70208,-73.98568,"Brooklyn","Entire home/apt",225,2
"22027",40.75708,-73.81268,"Queens","Private room",51,2
"22028",40.69554,-73.92588,"Brooklyn","Entire home/apt",90,1
"22029",40.60044,-73.99341,"Brooklyn","Private room",79,1
"22030",40.68567,-73.93509,"Brooklyn","Entire home/apt",275,2
"22031",40.69705,-73.92585,"Brooklyn","Private room",45,1
"22032",40.72766,-73.98249,"Manhattan","Private room",100,3
"22033",40.7975,-73.97161,"Manhattan","Entire home/apt",199,2
"22034",40.72263,-73.99622,"Manhattan","Private room",75,1
"22035",40.695,-73.90755,"Brooklyn","Entire home/apt",145,7
"22036",40.68607,-73.92392,"Brooklyn","Entire home/apt",161,2
"22037",40.68116,-73.95726,"Brooklyn","Private room",45,2
"22038",40.86437,-73.83863,"Bronx","Private room",43,20
